Part Number,Product Name,Description,Price 2025,Price 2024,Category,Subcategory,Product Line,Model Info,Parent Assembly,Vendor
2111628,"M2400 Deck support 9 5/8"" RH",,203.00,115.10,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
2111629,"M2400 Deck support 9 5/8"" LH",,203.00,101.95,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1014152,M2400 Seat support,,67.50,47.15,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1008982,RO33 Deck Support RH,,28.40,23.20,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1037671,RO33 Deck Support LH,,28.40,23.20,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1037595,RO33 Deck Doubler,,500.40,324.35,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
2105582,PRT2 pads,,28.10,20.00,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
2074025,Handle / operating (hook) (use with older bleachers),,252.35,177.35,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1010103,Bracket / Activator & Handle,,18.55,22.05,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1033932,Activator / floor lock,,132.10,91.45,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1010099,Brake cam,,166.15,148.20,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1019719,Brake cam lever,,19.35,13.65,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1024174,Trip rod R026,,45.40,31.25,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1002375,Open limit trip,,75.80,53.80,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1002371,Open limit bracket,,21.95,16.10,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1002369,Limit switch bracket (close),,13.95,10.45,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1002368,Limit trip bracket ( close limit trip),,20.45,16.45,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1002374,Limit trip clamp (close),,5.65,4.00,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1000882,1/4' set collar,,6.60,5.65,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
2102273,P-Rail ( RO26 ),,306.75,233.15,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1012002,P-Rail Socket ( same for RO26 & RO33 ),,367.35,174.25,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1023077,Roll Pins for P-Rails,,2.25,1.75,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
2103846,P-Rail (RO33),,538.40,386.35,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1030862,Bushing Insert,,10.75,8.35,Other,OLD MODEL PARTS,119- Rollout TP Pricing,,,Hussey
1035141,Light duty trolley assembly,,258.15,200.80,Other,HANDICAP PARTS,119- Rollout TP Pricing,,,Hussey
1035613,"1/2"" Handicap rod",,98.00,76.25,Other,HANDICAP PARTS,119- Rollout TP Pricing,,,Hussey
1021756,Press bearing .500,,46.40,35.60,Other,HANDICAP PARTS,119- Rollout TP Pricing,,,Hussey
1027855,MX3 top guide-plastic,,77.80,59.00,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
1000655,Machine Screw 1/4 x 1,MX3 top guide-plastic,0.10,0.10,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,MX3 top guide-plastic,,Hussey
1005235,Machine Washer 1/4,MX3 top guide-plastic,0.05,0.05,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,MX3 top guide-plastic,,Hussey
2124950,"MX3 tier catch 33"" RH",,101.60,71.00,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
2124949,"MX3 tier catch 33"" LH",,102.60,71.75,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
2124946,MX3 tier catch arm repair RH (with Spring),,70.70,48.85,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
2124945,MX3 tier catch arm repair LH (with Spring),,71.75,49.60,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
1034522,"Steel Rod 40.25"" (4"" column)",,106.15,83.35,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
1024408,"Steel Rod 42.25"" (5""- 6"" column)",,113.30,88.15,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
1041296,"1/2"" set collar",,11.05,8.60,Rollout Parts,MX3 PARTS,119- Rollout TP Pricing,,,Hussey
1001169,Rubber bumper,,3.65,2.85,Other,CONCERTINA STAGE,119- Rollout TP Pricing,,,Hussey
1004727,Pop Rivet,,0.25,0.20,Other,CONCERTINA STAGE,119- Rollout TP Pricing,,,Hussey
1019226,Grater Clip (goes up into the leg),,1.50,1.15,Other,CONCERTINA STAGE,119- Rollout TP Pricing,,,Hussey
2179433,Service Light - Annual Inspection (label included),,149.00,,Hardware,HARDWARE,163- Maxam,,,Hussey
2187904,Label - Service Light (if purchased separately),,7.45,,Hardware,HARDWARE,163- Maxam,,,Hussey
2181300,Anchor|3/8 exp shld|4way|zp|g2,,5.20,4.00,Hardware,HARDWARE,163 - Maxam,,,Hussey
2124649,Anchor|3/8-16|3-3/4 l|cs|zp|trubolt|,,1.30,1.00,Hardware,HARDWARE,163 - Maxam,,,Hussey
1012133,Joint connector|sckt fl hd|1/4-20|.787 l|bo,sx. bd. Hinge,0.30,0.25,Hardware,HARDWARE,163 - Maxam,,,Hussey
1039119,Joint connector|sckt fl hd|1/4-20|1.378 l|bo,lumber,0.35,0.30,Hardware,HARDWARE,163 - Maxam,,,Hussey
1022946,Joint connector|sckt fl hd|1/4-20|1.772 l|bo,fixed sx. bd.,0.10,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
2011272,Jnt con|sckt fl hd w/ shldr|1/4-20|1.772 l|bo|thd lk,cast horn guide,0.40,0.30,Hardware,HARDWARE,163 - Maxam,,,Hussey
2024411,Jnt con|sckt fl hd w/ shldr|1/4-20|1.969 l|bo|thd lk,posi lock,0.55,0.40,Hardware,HARDWARE,163 - Maxam,,,Hussey
2033216,Machine screw/ 1/4 x 3/4/sltd fl hd,sx panel hinge,0.20,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
2101699,Machine screw/ 1/4 x 3/8/phil tr hd,sx panel hinge,0.15,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
1032006,Machine screw|hex wshr hd|1/4-20|.750 l|zp|g5,,0.15,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
1020158,Machine screw|hex hd|1/4-20|.500 l|zp|g5,,0.10,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000657,Machine screw|hex hd|1/4-20|1.750 l|zp,catch,0.20,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
1036430,Machine screw|phil rnd hd|#10-32|.500 l|zp|g2,,0.10,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000665,Machine screw|hex hd|3/8-16|1.000 l|zp|g5,,0.15,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000675,Machine screw|hex hd|3/8-16|2.500 l|zp|g5,,0.30,0.25,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000672,Machine screw|hex hd|3/8-16|full thd|2.000 l|zp|g5,,0.35,0.25,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000676,Machine screw|hex hd|3/8-16|full thd|3.000 l|zp|g5,,0.35,0.30,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000677,Machine screw|hex hd|3/8-16|4.000 l|unfin|g5,,0.65,0.50,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000671,Machine screw|hex hd|3/8-16|full thd|1.750 l|zp|g5,,0.35,0.30,Hardware,HARDWARE,163 - Maxam,,,Hussey
2042345,Machine screw|sckt btn hd|3/8-16|1.500 l|zp|g2,,1.25,0.95,Hardware,HARDWARE,163 - Maxam,,,Hussey
1008540,Machine screw|sckt btn hd|3/8-16|.750 l|zp|g2,,0.45,0.95,Hardware,HARDWARE,163 - Maxam,,,Hussey
1038779,Machine screw|sckt btn hd|3/8-16|1.000 l|bo,,0.50,0.40,Hardware,HARDWARE,163 - Maxam,,,Hussey
2080728,Machine screw/sckt btn hd/3/8-16/1.250 l/bo,aisle rail socket,0.50,0.40,Hardware,HARDWARE,163 - Maxam,,,Hussey
2119652,Machine screw/sckt btn hd/3/8-16/2.750 l/bo,fold down aisle rail soc.,1.65,1.30,Hardware,HARDWARE,163 - Maxam,,,Hussey
2032063,Nut|hex|3/8-16|flg|zp|g2,,0.15,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000746,Nut|hex|3/8-16|zp,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
2022293,Nut|hex|3/8-16|zp|nyl lk,,0.30,0.20,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000764,Nut|jam|3/8-16|zp,,0.20,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
2077817,Nut|weld|3/8-16|unfin|t|s1,mvp & courtside seats,0.25,0.20,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000760,Nut|hex|1/4-20|g2|lk|red,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000768,Nut|hex|1/4-20|zp|kep,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
2043272,Nut|insert|1/4-20|0.610|zinc|plain,,1.70,1.35,Hardware,HARDWARE,163 - Maxam,,,Hussey
1015132,Nut|sckt fl hd|1/4-20|joint conn|.472 l|bo,casterhorn guide,0.25,0.20,Hardware,HARDWARE,163 - Maxam,,,Hussey
1025400,Nut|hex|1/4-20|zp,,0.10,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000753,Nut|hex|1/2-13|zp,,0.20,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
1036434,Nut|hex|10-32|zp|g2,,0.10,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000773,Screw|lag|3/8 dia|1.500 l|zp|g2|hex hd,,0.20,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000821,Screw|hex wshr hd|#14|.750 l|zp|ta|slft,,0.10,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1040770,Screw|phil tr hd|#14|1.000 l|18-8ss|ta|slft,aisle step,0.15,0.15,Hardware,HARDWARE,163 - Maxam,,,Hussey
1016223,Screw|phil tr hd|1/4 dia|.750 l|ss|slft|pls,,0.25,0.20,Hardware,HARDWARE,163 - Maxam,,,Hussey
2178602,Screw|slfd|1/4-14|.750 l|hex wshr hd|zp|g2,"aisle step, tek screw",0.50,0.40,Hardware,HARDWARE,163 - Maxam,,,Hussey
1042169,Screw|phil tr hd|#8-18|.750 l|bo|g2|wd,End Cap,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000847,Screw|phil tr hd|#8-18|.500 l|zp|g2|ta|slft,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
2035052,Screw|phil fl hd|#8|2.000 l|bo|g2|wd,,0.10,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1042169,Screw|phil tr hd|#8-18|.750 l|bo|g2|wd,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1024438,Screw|slfd|#8-18|.750 l|phil pan hd|zp|g2,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1032444,Screw|slfd|#10-24|1.437 l|whwings,decks,0.10,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
1035688,Washer|3/8 id x 1.000 od| .100 thk|fl|zp|g2,,0.15,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000781,Washer|splt lk|3/8|zp|g2,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000789,Washer|1/2 id x 1 3/8 od|1/8 thk|fl|zp|g2,,0.15,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
2021031,Washer|.390 id x .750 od|nyl|.062 thk,posi lock,0.15,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000784,Washer |fl| .438 id x 1.000 od|stl|zp|g2|.083 thk,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1038176,Washer|3/16 splt lk|zp|g2,,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1001119,Ring|rtng|rnf e .375 sft|rpk,,0.10,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1010101,Axle|flr lk|crs,stop pin,0.65,0.50,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000660,Machine screw|hex hd|1/4-20|2.000 L|zp|G5|partial thd,Torque Tube hardware,0.25,0.20,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000760,Nut|hex|1/4-20|G2|zp|nyl insr lk,Torque Tube hardware,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
1000654,Machine screw|hex hd|1/4-20|.750 L|zp|G5,Flex Row bracket,0.10,0.10,Hardware,HARDWARE,163 - Maxam,,,Hussey
1005235,washer|splt lk|1/4|zp|G2,Flex Row bracket,0.05,0.05,Hardware,HARDWARE,163 - Maxam,,,Hussey
2133865,Hardware Repair Kit|Maxam,,300.10,300.00,Hardware,HARDWARE,163 - Maxam,,,Hussey
,Maxam1 with Clear deck,,5034.80,3864.65,Rollout Parts,MAXAM1,163 - Maxam,,,Hussey
,Maxam1 with Polydeck,,5060.50,3881.60,Rollout Parts,MAXAM2,163 - Maxam,,,Hussey
,Maxam1 with Clear deck & cupholders,,5256.20,4028.45,Rollout Parts,MAXAM3,163 - Maxam,,,Hussey
,Maxam1 with Polydeck & cupholders,,5281.90,4045.40,Rollout Parts,MAXAM4,163 - Maxam,,,Hussey
2052141,Attachment|maxam26 & maxam33|slam lch,,1.05,0.80,Controls & Safety,SLAM LATCH - (OLD STYLE),163 - Maxam,,,Hussey
2036246,Axle|maxam26 & maxam33|slam lch|flex row,,3.20,2.45,Controls & Safety,SLAM LATCH - (OLD STYLE),163 - Maxam,,,Hussey
2015726,Bracket|maxam26 & maxam33|slam lch|flex row|9.625r,,116.20,81.85,Controls & Safety,SLAM LATCH - (OLD STYLE),163 - Maxam,,,Hussey
2032425,Bracket|maxam26 & maxam33|slam lch|flex row|11.625r,,106.35,74.85,Controls & Safety,SLAM LATCH - (OLD STYLE),163 - Maxam,,,Hussey
2055762,Lock|Maxam26 & Maxam Plus|Slam Lch,,62.85,45.95,Controls & Safety,SLAM LATCH - (OLD STYLE),163 - Maxam,,,Hussey
2017959,Contactor|rvsg|208v|3 ph|60 hz|25a|120vcoils,,307.40,225.40,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2073995,Contactor|rvsg|120v|1 ph|50/60HZ|37a|120vcoils,,528.45,399.00,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2164763,Contactor|rvsg|208v|3 ph|60HZ|25a|24vcoils,,282.35,213.20,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2035574,Bracket|maxam26 & maxam33|mtg|pwr contactor,,159.15,111.85,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2085736,Bracket|Maxam26 & Maxam Plus|Ingot|Riser,,64.40,45.35,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
1034520,Motor|1/2 HP|50/60 HZ|208-230/460V|3 PH,,479.05,349.20,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2125594,Gearbox|Worm & Wheel|1/2HP|60:1|Cleveland,,449.65,349.45,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2138377,Tray|Maxam|Gear Reducer Drip,,5.95,4.40,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2138378,Strap|Tie|1-9.000 L|.190 W|UV Stabilized|UL 94 V2 Nylon|Black,,0.50,0.35,Power & Electrical,ELECTRICAL,163 - Maxam,,,Hussey
2181085,Bracket|maxam|dr pkg|pf1/2/3|9 5/8r|Gen 2|1/motor| RH | (replaces 2125603),T2 power,22.70,20.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,Cleveland gear box bracket (new gear box) 11/12 to current,,Hussey
2181086,Bracket|maxam|dr pkg|pf1/2/3|9 5/8r|Gen 2|1/motor| LH | (replaces 2125603),T2 power,22.70,20.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,Cleveland gear box bracket (new gear box) 11/12 to current,,Hussey
2181087,Bracket|maxam|dr pkg|pf1/2/3|11 5/8r|Gen 2|1/motor| RH | (replaces 2125604),T2 power,25.40,24.85,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,Cleveland gear box bracket (new gear box) 11/12 to current,,Hussey
2181088,Bracket|maxam|dr pkg|pf1/2/3|11 5/8r|Gen 2|1/motor| LH | (replaces 2125604),T2 power,25.40,24.65,Other,,,,,Hussey
2182845,Bracket|maxam|dr pkg|pf1/2/3|9 5/8 & 11 5/8r|Gen 2|1/motor| RH | (replaces 2125605),T1 power,19.15,13.55,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,Cleveland gear box bracket (new gear box) 11/12 to current,,Hussey
2181082,Bracket|maxam|dr pkg|pf1/2/3|9 5/8 & 11 5/8r|Gen 2|1/motor| LH | (replaces 2125605),T1 power,19.15,13.55,Other,,,,,Hussey
2181083,Bracket|maxam|dr pkg|pf1/2/3|16r|Gen 2|1/motor| RH | (replaces 2125606),T1 power,22.85,15.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,Cleveland gear box bracket (new gear box) 11/12 to current,,Hussey
2181084,Bracket|maxam|dr pkg|pf1/2/3|16r|Gen 2|1/motor| RH | (replaces 2125606),T1 power,22.85,15.00,Other,,,,,Hussey
2125610,Reverse fold drive pkg. bracket LH,,54.35,40.70,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2125611,Reverse fold drive pkg. bracket RH,,54.35,40.70,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2125607,Truncation drive pkg. bracket LH,,53.05,39.55,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2125608,Truncation drive pkg. bracket LH,,53.05,39.55,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2181089,Strap - Maxam - Drive Pkg | PF1/2/3- ref MAXAM0903 dwg,,2.50,,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2098389,Ingot|cast iron|13 x 5 x 1.5,24 lbs each,68.10,53.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2106174,Ingot Tray,,27.45,27.60,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
M054327,Maxam receptacle box w/o limits,Gen 2,360.50,262.05,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
M051755,Maxam receptacle box with limits,Gen 2,511.75,370.45,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2015725,Maxam receptacle box assy w/ 100'-0 cord,Gen 2,787.55,565.80,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2015706,Maxam pendant control 12'-0,"4 pins, Gen2",446.75,343.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2134020,Gen3 Maxam pendant control,"5 pins, May 2014",546.70,421.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2015730,Maxam female socket,Gen2,14.40,11.95,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2015732,Maxam socket housing,Gen2,19.70,15.30,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2093869,Pendant receptacle clasp (metal),Gen2,15.40,13.40,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2015716,Maxam male plug,Gen2,12.35,12.35,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2015720,Maxam male hood,Gen2,6.00,6.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2134022,Gen3 pendant plug,,16.75,13.05,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2134021,Gen3 pendant plug housing,,47.05,36.60,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2135401,Gen3 socket,,15.90,12.35,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2135416,Gen3 socket housing,,18.60,14.45,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2033722,Maxam cover plate receptacle w/limit switch (plate only),w/override sw. cutout,65.75,51.15,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2018288,Maxam cover plate receptacle,plate only,45.90,35.45,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2016661,Maxam 5 amp circuit breaker,3 phase,86.75,65.50,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2070256,Maxam 16 amp circuit breaker,single phase,90.40,70.30,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2103790,Standoff|maxam26 & maxam33|mot mt,,12.00,9.35,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2134084,Drive pkg/ Maxam/Clvld/end/Gen3,,1700.95,1653.90,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2134085,Drive pkg/ Maxam/Clvld/Intmd/Gen3,,1803.20,1380.90,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2134086,Drive pkg/ Maxam/Clvld/7 &8 mot/Gen3,,1879.80,1446.75,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
1000957,Strap|tie|nyl|ty28,,0.20,0.10,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
1000252,Motion monitor,,881.95,379.35,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
1019407,Master link,,0.55,0.40,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2017919,Chain|maxam26|#40|closed loop|138 pitch,PF2 & PF4,22.95,17.35,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2017932,Chain|maxam26|#40|closed loop|124 pitch,PF3,24.25,18.30,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2058697,Chain|maxam plus|#40|closed loop|166 pitch,PF2 & PF4,23.75,21.40,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2058698,Chain|maxam plus|#40|closed loop|151 pitch,PF3,24.15,18.20,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2017941,Chain assembly|maxam26 & maxam plus|#40|open loop|33 pitch,PF3 & PF4,7.25,5.45,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2122676,Audible indicator,,36.35,27.45,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
1019034,Delay switch,,856.25,666.00,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2033862,Delay lever (arm),,116.80,83.95,Frames & Supports,CLEVELAND GEAR BOX BRACKET,163 - Maxam,,,Hussey
2118543,Access Control Unit,Attached to skirt panel,427.20,322.60,Power & Electrical,REMOTE CONTROL,163 - Maxam,,,Hussey
2118538,Remote Control Receiver box w/o limits,Gen2,Call for Price,659.05,Power & Electrical,REMOTE CONTROL,163 - Maxam,,,Hussey
2118539,Remote Control Receiver box with limits,Gen2,Call for Price,696.00,Power & Electrical,REMOTE CONTROL,163 - Maxam,,,Hussey
2148621,Antenna,,26.30,20.45,Power & Electrical,REMOTE CONTROL,163 - Maxam,,,Hussey
2134075,Remote Control Receiver box,Gen2,1393.25,1083.65,Power & Electrical,REMOTE CONTROL,163 - Maxam,,,Hussey
2118199,Handheld transmitter,Remote control,155.10,120.60,Power & Electrical,REMOTE CONTROL,163 - Maxam,,,Hussey
2074930,Maxam pendant control 16'-0 pfe,,Call for Price,545.75,Other,PFE PARTS,163 - Maxam,,,Hussey
2015733,Maxam female pfe,on the box,24.60,17.20,Other,PFE PARTS,163 - Maxam,,,Hussey
2016681,Maxam male pfe,on the pendant,24.20,16.75,Other,PFE PARTS,163 - Maxam,,,Hussey
2117606,Maxam pendant control 16'-0 pfe,Gen3 - 5 pins,Call for Price,298.80,Other,PFE PARTS,163 - Maxam,,,Hussey
2033415,Maxam female pfe (on the box) socket,Gen3 - 5 pins,28.25,15.65,Other,PFE PARTS,163 - Maxam,,,Hussey
2033417,Maxam male pfe (on the pendant) Plug,Gen3 - 5 pins,25.15,17.50,Other,PFE PARTS,163 - Maxam,,,Hussey
2138522,Winsta Plug 770-134 (4 post),,13.75,10.70,Other,PFE PARTS,163 - Maxam,,,Hussey
2138523,Winsta socket 770-124 (4 post),,13.75,10.70,Other,PFE PARTS,163 - Maxam,,,Hussey
2017959,Pfe contactor,,307.40,225.40,Other,PFE PARTS,163 - Maxam,,,Hussey
1036428,"Pow-r-trac wheel 6"" x 4"" (gray) w/push ring",1-23 wheels,72.75,62.55,Power & Electrical,POWER FRAME WHEELS,163 - Maxam,,,Hussey
1036428,"Pow-r-trac wheel 6"" x 4"" (gray) w/push ring",24 - up,55.20,45.00,Power & Electrical,POWER FRAME WHEELS,163 - Maxam,,,Hussey
1033936,Push ring 7/8 (1 required per wheel) - included with wheel,,1.20,0.90,Power & Electrical,POWER FRAME WHEELS,163 - Maxam,,,Hussey
2071002,Brown Wheel (20T and above),(old color orange),229.10,170.90,Power & Electrical,POWER FRAME WHEELS,163 - Maxam,,,Hussey
1037948,"Key 3/16 x 1"" square (use with wheels)",,0.85,0.65,Power & Electrical,POWER FRAME WHEELS,163 - Maxam,,,Hussey
2102689,>Rear wheel assembly,,115.55,94.85,Power & Electrical,POWER FRAME REPAIR,163 - Maxam,PF1 power frame,,Hussey
2021033,Retaining ring .875,>Rear wheel assembly,0.20,0.15,Power & Electrical,POWER FRAME REPAIR,163 - Maxam,PF1 power frame,Rear wheel assembly,Hussey
2017806,Spacer .878,>Rear wheel assembly,0.20,0.15,Power & Electrical,POWER FRAME REPAIR,163 - Maxam,PF1 power frame,Rear wheel assembly,Hussey
2017798,Flange bearing,>Rear wheel assembly,6.10,4.60,Power & Electrical,POWER FRAME REPAIR,163 - Maxam,PF1 power frame,Rear wheel assembly,Hussey
2104763,Drive shaft,>Rear wheel assembly,20.65,16.05,Power & Electrical,POWER FRAME REPAIR,163 - Maxam,PF1 power frame,Rear wheel assembly,Hussey
