Product Name,Product Description,Part #,Price2025,Price2024,Price2023,Price2022,Quantity,Spec 1,Spec 2,Spec 3,Color (picklist?)
"M100 22"" deck support LH",,M002548,$168.85,$118.50,$115.70,$115.70,,119- Rollout TP Pricing,OLD MODEL PARTS,,
"M100 24"" deck support RH",,M002551,$169.35,"$1,118.80",$116.15,$116.15,,119- Rollout TP Pricing,OLD MODEL PARTS,,
"M100 24"" deck support LH",,M002552,$169.35,$118.80,$116.15,$116.15,,119- Rollout TP Pricing,OLD MODEL PARTS,,
M100 Diaphrams,,1013824,$38.50,$27.05,$26.20,$26.20,,119- Rollout TP Pricing,OLD MODEL PARTS,,
"M2400 Deck support 9 5/8"" RH",,2111628,$203.00,$115.10,$90.85,$90.35,,119- Rollout TP Pricing,OLD MODEL PARTS,,
"M2400 Deck support 9 5/8"" LH",,2111629,$203.00,$101.95,$101.95,$101.95,,119- Rollout TP Pricing,OLD MODEL PARTS,,
M2400 Seat support,,1014152,$67.50,$47.15,$38.15,$38.15,,119- Rollout TP Pricing,OLD MODEL PARTS,,
RO33 Deck Support RH,,1008982,$28.40,$23.20,$23.20,$23.20,,119- Rollout TP Pricing,OLD MODEL PARTS,,
RO33 Deck Support LH,,1037671,$28.40,$23.20,$23.20,$23.20,,119- Rollout TP Pricing,OLD MODEL PARTS,,
RO33 Deck Doubler,,1037595,$500.40,$324.35,$254.50,$243.50,,119- Rollout TP Pricing,OLD MODEL PARTS,,
PRT2 pads,,2105582,$28.10,$20.00,$20.00,$20.00,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Handle / operating (hook) (use with older bleachers),,2074025,$252.35,$177.35,$156.95,$156.95,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Bracket / Activator & Handle ,,1010103,$18.55,$22.05,$22.05,$22.05,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Activator / floor lock,,1033932,$132.10,$91.45,$86.80,$86.80,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Brake cam,,1010099,$166.15,$148.20,$132.15,$127.30,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Brake cam lever,,1019719,$19.35,$13.65,$11.90,$11.90,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Trip rod R026,,1024174,$45.40,$31.25,$24.45,$22.90,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Open limit trip,,1002375,$75.80,$53.80,$43.15,$41.30,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Open limit bracket,,1002371,$21.95,$16.10,$16.10,$16.10,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Limit switch bracket (close),,1002369,$13.95,$10.45,$10.45,$10.45,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Limit trip bracket ( close limit trip),,1002368,$20.45,$16.45,$16.45,$16.45,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Limit trip clamp (close),,1002374,$5.65,$4.00,$3.95,$3.95,,119- Rollout TP Pricing,OLD MODEL PARTS,,
1/4” set collar,,1000882,$6.60,$5.65,$5.65,$5.65,,119- Rollout TP Pricing,OLD MODEL PARTS,,
P-Rail   ( RO26 ),,2102273,$306.75,$233.15,$233.15,$233.15,,119- Rollout TP Pricing,OLD MODEL PARTS,,
P-Rail Socket ( same for RO26 & RO33 ),,1012002,$367.35,$174.25,$174.25,$174.25,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Roll Pins for P-Rails,,1023077,$2.25,$1.75,$1.75,$1.75,,119- Rollout TP Pricing,OLD MODEL PARTS,,
P-Rail (RO33),,2103846,$538.40,$386.35,$362.05,$347.90,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Bushing Insert,,1030862,$10.75,$8.35,$8.35,$8.35,,119- Rollout TP Pricing,OLD MODEL PARTS,,
Light duty trolley assembly,,1035141,$258.15,$200.80,$144.90,$86.25,,119- Rollout TP Pricing,HANDICAP PARTS,,
"1/2"" Handicap rod",,1035613,$98.00,$76.25,$73.35,$73.35,,119- Rollout TP Pricing,HANDICAP PARTS,,
Press bearing .500,,1021756,$46.40,$35.60,$21.25,$10.50,,119- Rollout TP Pricing,HANDICAP PARTS,,
MX3 top guide-plastic,,1027855,$77.80,$59.00,$42.35,$42.35,,119- Rollout TP Pricing,MX3 PARTS,,
         Machine Screw 1/4 x 1,MX3 top guide-plastic,1000655,$0.10,$0.10,$0.10,$0.10,,119- Rollout TP Pricing,MX3 PARTS,MX3 top guide-plastic,
         Machine Washer 1/4     ,MX3 top guide-plastic,1005235,$0.05,$0.05,$0.05,$0.05,,119- Rollout TP Pricing,MX3 PARTS,MX3 top guide-plastic,
"MX3 tier catch 33"" RH",,2124950,$101.60,$71.00,$62.65,$62.65,,119- Rollout TP Pricing,MX3 PARTS,,
"MX3 tier catch 33"" LH",,2124949,$102.60,$71.75,$63.65,$63.65,,119- Rollout TP Pricing,MX3 PARTS,,
MX3 tier catch arm repair RH (with Spring),,2124946,$70.70,$48.85,$45.60,$45.60,,119- Rollout TP Pricing,MX3 PARTS,,
MX3 tier catch arm repair LH (with Spring),,2124945,$71.75,$49.60,$46.65,$46.65,,119- Rollout TP Pricing,MX3 PARTS,,
"Steel Rod 40.25"" (4"" column)",,1034522,$106.15,$83.35,$83.35,$83.35,,119- Rollout TP Pricing,MX3 PARTS,,
"Steel Rod 42.25"" (5""- 6"" column)",,1024408,$113.30,$88.15,$86.70,$86.70,,119- Rollout TP Pricing,MX3 PARTS,,
"1/2"" set collar",,1041296,$11.05,$8.60,$8.60,$8.60,,119- Rollout TP Pricing,MX3 PARTS,,
Rubber bumper,,1001169,$3.65,$2.85,$2.85,$2.85,,119- Rollout TP Pricing,CONCERTINA STAGE,,
Pop Rivet,,1004727,$0.25,$0.20,$0.20,$0.20,,119- Rollout TP Pricing,CONCERTINA STAGE,,
Grater Clip (goes up into the leg),,1019226,$1.50,$1.15,$1.15,$1.15,,119- Rollout TP Pricing,CONCERTINA STAGE,,
Service Light - Annual Inspection (label included),,2179433,$149.00,,,,,163- Maxam,HARDWARE,,
Label - Service Light (if purchased separately),,2187904,$7.45,,,,,163- Maxam,HARDWARE,,
Anchor|3/8 exp shld|4way|zp|g2,,2181300,$5.20,$4.00,$3.45,$2.85,,163 - Maxam,HARDWARE,,
Anchor|3/8-16|3-3/4 l|cs|zp|trubolt|,,2124649,$1.30,$1.00,$1.05,$1.05,,163 - Maxam,HARDWARE,,
Joint connector|sckt fl hd|1/4-20|.787 l|bo ,sx. bd. Hinge,1012133,$0.30,$0.25,$0.25,$0.25,,163 - Maxam,HARDWARE,,
Joint connector|sckt fl hd|1/4-20|1.378 l|bo,lumber,1039119,$0.35,$0.30,$0.30,$0.30,,163 - Maxam,HARDWARE,,
Joint connector|sckt fl hd|1/4-20|1.772 l|bo ,fixed sx. bd.,1022946,$0.10,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Jnt con|sckt fl hd w/ shldr|1/4-20|1.772 l|bo|thd lk ,cast horn guide,2011272,$0.40,$0.30,$0.30,$0.30,,163 - Maxam,HARDWARE,,
Jnt con|sckt fl hd w/ shldr|1/4-20|1.969 l|bo|thd lk ,posi lock,2024411,$0.55,$0.40,$0.40,$0.40,,163 - Maxam,HARDWARE,,
Machine screw/ 1/4 x 3/4/sltd fl  hd ,sx panel hinge,2033216,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Machine screw/ 1/4 x 3/8/phil tr hd,sx panel hinge,2101699,$0.15,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Machine screw|hex wshr hd|1/4-20|.750 l|zp|g5,,1032006,$0.15,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|1/4-20|.500 l|zp|g5,,1020158,$0.10,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|1/4-20|1.750 l|zp ,catch,1000657,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Machine screw|phil rnd hd|#10-32|.500 l|zp|g2,,1036430,$0.10,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|3/8-16|1.000 l|zp|g5,,1000665,$0.15,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|3/8-16|2.500 l|zp|g5,,1000675,$0.30,$0.25,$0.25,$0.25,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|3/8-16|full thd|2.000 l|zp|g5,,1000672,$0.35,$0.25,$0.25,$0.25,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|3/8-16|full thd|3.000 l|zp|g5,,1000676,$0.35,$0.30,$0.30,$0.30,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|3/8-16|4.000 l|unfin|g5,,1000677,$0.65,$0.50,$0.50,$0.50,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|3/8-16|full thd|1.750 l|zp|g5,,1000671,$0.35,$0.30,$0.30,$0.30,,163 - Maxam,HARDWARE,,
Machine screw|sckt btn hd|3/8-16|1.500 l|zp|g2,,2042345,$1.25,$0.95,$0.95,$0.90,,163 - Maxam,HARDWARE,,
Machine screw|sckt btn hd|3/8-16|.750 l|zp|g2,,1008540,$0.45,$0.95,$0.95,$0.35,,163 - Maxam,HARDWARE,,
Machine screw|sckt btn hd|3/8-16|1.000 l|bo,,1038779,$0.50,$0.40,$0.40,$0.40,,163 - Maxam,HARDWARE,,
Machine screw/sckt btn hd/3/8-16/1.250 l/bo ,aisle rail socket,2080728,$0.50,$0.40,$0.40,$0.40,,163 - Maxam,HARDWARE,,
Machine screw/sckt btn hd/3/8-16/2.750 l/bo,fold down aisle rail soc.,2119652,$1.65,$1.30,$1.30,$1.30,,163 - Maxam,HARDWARE,,
Nut|hex|3/8-16|flg|zp|g2,,2032063,$0.15,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Nut|hex|3/8-16|zp,,1000746,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Nut|hex|3/8-16|zp|nyl lk,,2022293,$0.30,$0.20,$0.20,$0.20,,163 - Maxam,HARDWARE,,
Nut|jam|3/8-16|zp,,1000764,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Nut|weld|3/8-16|unfin|t|s1,mvp & courtside seats,2077817,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,HARDWARE,,
Nut|hex|1/4-20|g2|lk|red,,1000760,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Nut|hex|1/4-20|zp|kep,,1000768,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Nut|insert|1/4-20|0.610|zinc|plain,,2043272,$1.70,$1.35,$1.35,$0.60,,163 - Maxam,HARDWARE,,
Nut|sckt fl hd|1/4-20|joint conn|.472 l|bo,casterhorn guide,1015132,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,HARDWARE,,
Nut|hex|1/4-20|zp ,,1025400,$0.10,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Nut|hex|1/2-13|zp,,1000753,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Nut|hex|10-32|zp|g2,,1036434,$0.10,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Screw|lag|3/8 dia|1.500 l|zp|g2|hex hd,,1000773,$0.20,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Screw|hex wshr hd|#14|.750 l|zp|ta|slft,,1000821,$0.10,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Screw|phil tr hd|#14|1.000 l|18-8ss|ta|slft,aisle step,1040770,$0.15,$0.15,$0.15,$0.15,,163 - Maxam,HARDWARE,,
Screw|phil tr hd|1/4 dia|.750 l|ss|slft|pls,,1016223,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,HARDWARE,,
Screw|slfd|1/4-14|.750 l|hex wshr hd|zp|g2,"aisle step, tek screw",2178602,$0.50,$0.40,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Screw|phil tr hd|#8-18|.750 l|bo|g2|wd,End Cap,1042169,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Screw|phil tr hd|#8-18|.500 l|zp|g2|ta|slft,,1000847,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Screw|phil fl hd|#8|2.000 l|bo|g2|wd,,2035052,$0.10,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Screw|phil tr hd|#8-18|.750 l|bo|g2|wd,,1042169,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Screw|slfd|#8-18|.750 l|phil pan hd|zp|g2,,1024438,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Screw|slfd|#10-24|1.437 l|whwings,decks,1032444,$0.10,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Washer|3/8 id x 1.000 od| .100 thk|fl|zp|g2,,1035688,$0.15,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Washer|splt lk|3/8|zp|g2,,1000781,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Washer|1/2 id x 1 3/8 od|1/8 thk|fl|zp|g2,,1000789,$0.15,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Washer|.390 id x .750 od|nyl|.062 thk ,posi lock,2021031,$0.15,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
Washer |fl| .438 id x 1.000 od|stl|zp|g2|.083 thk,,1000784,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Washer|3/16 splt lk|zp|g2,,1038176,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Ring|rtng|rnf e .375 sft|rpk,,1001119,$0.10,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Axle|flr lk|crs        ,stop pin,1010101,$0.65,$0.50,$0.45,$0.45,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|1/4-20|2.000 L|zp|G5|partial thd,Torque Tube hardware,1000660,$0.25,$0.20,$0.20,$0.20,,163 - Maxam,HARDWARE,,
Nut|hex|1/4-20|G2|zp|nyl insr lk ,Torque Tube hardware,1000760,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Machine screw|hex hd|1/4-20|.750 L|zp|G5,Flex Row bracket,1000654,$0.10,$0.10,$0.10,$0.10,,163 - Maxam,HARDWARE,,
washer|splt lk|1/4|zp|G2,Flex Row bracket,1005235,$0.05,$0.05,$0.05,$0.05,,163 - Maxam,HARDWARE,,
Hardware Repair Kit|Maxam,,2133865,$300.10,$300.00,$300.10,$300.10,,163 - Maxam,HARDWARE,,
Maxam1 with Clear deck,,,"$5,034.80","$3,864.65","$3,604.30","$3,412.70",,163 - Maxam,MAXAM1,,
Maxam1 with Polydeck,,,"$5,060.50","$3,881.60","$3,614.85","$3,531.10",,163 - Maxam,MAXAM2,,
Maxam1 with Clear deck & cupholders,,,"$5,256.20","$4,028.45","$3,748.00","$3,494.95",,163 - Maxam,MAXAM3,,
Maxam1 with Polydeck & cupholders,,,"$5,281.90","$4,045.40","$3,758.50","$3,613.30",,163 - Maxam,MAXAM4,,
Attachment|maxam26 & maxam33|slam lch,,2052141,$1.05,$0.80,$0.80,$0.80,,163 - Maxam,SLAM LATCH - (OLD STYLE),,
Axle|maxam26 & maxam33|slam lch|flex row,,2036246,$3.20,$2.45,$2.45,$2.45,,163 - Maxam,SLAM LATCH - (OLD STYLE),,
Bracket|maxam26 & maxam33|slam lch|flex row|9.625r ,,2015726,$116.20,$81.85,$72.00,$68.55,,163 - Maxam,SLAM LATCH - (OLD STYLE),,
Bracket|maxam26 & maxam33|slam lch|flex row|11.625r ,,2032425,$106.35,$74.85,$65.60,$61.15,,163 - Maxam,SLAM LATCH - (OLD STYLE),,
Lock|Maxam26 & Maxam Plus|Slam Lch,,2055762,$62.85,$45.95,$43.10,$30.25,,163 - Maxam,SLAM LATCH - (OLD STYLE),,
Contactor|rvsg|208v|3 ph|60 hz|25a|120vcoils,,2017959,$307.40,$225.40,$225.40,$173.70,,163 - Maxam,ELECTRICAL,,
Contactor|rvsg|120v|1 ph|50/60HZ|37a|120vcoils,,2073995,$528.45,$399.00,$260.05,$260.05,,163 - Maxam,ELECTRICAL,,
Contactor|rvsg|208v|3 ph|60HZ|25a|24vcoils,,2164763,$282.35,$213.20,$213.20,$213.20,,163 - Maxam,ELECTRICAL,,
Bracket|maxam26 & maxam33|mtg|pwr contactor,,2035574,$159.15,$111.85,$96.95,$81.30,,163 - Maxam,ELECTRICAL,,
Bracket|Maxam26 & Maxam Plus|Ingot|Riser,,2085736,$64.40,$45.35,$25.25,$25.25,,163 - Maxam,ELECTRICAL,,
Motor|1/2 HP|50/60 HZ|208-230/460V|3 PH,,1034520,$479.05,$349.20,$349.20,$336.40,,163 - Maxam,ELECTRICAL,,
Gearbox|Worm & Wheel|1/2HP|60:1|Cleveland,,2125594,$449.65,$349.45,$349.45,$349.45,,163 - Maxam,ELECTRICAL,,
Tray|Maxam|Gear Reducer Drip,,2138377,$5.95,$4.40,$7.45,$7.45,,163 - Maxam,ELECTRICAL,,
Strap|Tie|1-9.000 L|.190 W|UV Stabilized|UL 94 V2 Nylon|Black,,2138378,$0.50,$0.35,$0.35,$0.35,,163 - Maxam,ELECTRICAL,,
Bracket|maxam|dr pkg|pf1/2/3|9 5/8r|Gen 2|1/motor| RH | (replaces 2125603),T2 power,2181085,$22.70,$20.00,$20.00,$20.00,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,Cleveland gear box bracket  (new gear box) 11/12 to current,
Bracket|maxam|dr pkg|pf1/2/3|9 5/8r|Gen 2|1/motor| LH | (replaces 2125603),T2 power,2181086,$22.70,$20.00,,,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,Cleveland gear box bracket  (new gear box) 11/12 to current,
Bracket|maxam|dr pkg|pf1/2/3|11 5/8r|Gen 2|1/motor| RH | (replaces 2125604),T2 power,2181087,$25.40,$24.85,$20.45,$20.45,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,Cleveland gear box bracket  (new gear box) 11/12 to current,
Bracket|maxam|dr pkg|pf1/2/3|11 5/8r|Gen 2|1/motor| LH | (replaces 2125604),T2 power,2181088,$25.40,$24.65,,,,,,,
Bracket|maxam|dr pkg|pf1/2/3|9 5/8 & 11 5/8r|Gen 2|1/motor| RH | (replaces 2125605),T1 power,2182845,$19.15,$13.55,$15.80,$15.80,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,Cleveland gear box bracket  (new gear box) 11/12 to current,
Bracket|maxam|dr pkg|pf1/2/3|9 5/8 & 11 5/8r|Gen 2|1/motor| LH | (replaces 2125605),T1 power,2181082,$19.15,$13.55,,,,,,,
Bracket|maxam|dr pkg|pf1/2/3|16r|Gen 2|1/motor| RH | (replaces 2125606),T1 power,2181083,$22.85,$15.00,$24.65,$24.65,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,Cleveland gear box bracket  (new gear box) 11/12 to current,
Bracket|maxam|dr pkg|pf1/2/3|16r|Gen 2|1/motor| RH | (replaces 2125606),T1 power,2181084,$22.85,$15.00,,,,,,,
Reverse fold drive pkg. bracket LH,,2125610,$54.35,$40.70,$40.70,$40.70,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Reverse fold drive pkg. bracket RH,,2125611,$54.35,$40.70,$40.70,$40.70,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Truncation drive pkg. bracket LH,,2125607,$53.05,$39.55,$39.55,$39.55,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Truncation drive pkg. bracket LH,,2125608,$53.05,$39.55,$39.55,$39.55,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Strap - Maxam - Drive Pkg | PF1/2/3- ref MAXAM0903 dwg,,2181089,$2.50,,,,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Ingot|cast iron|13 x 5 x 1.5,24 lbs each,2098389,$68.10,$53.00,$53.00,$50.45,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Ingot Tray,,2106174,$27.45,$27.60,$27.60,$27.60,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam receptacle box w/o limits,Gen 2,M054327,$360.50,$262.05,$240.15,$217.60,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam receptacle box with limits,Gen 2,M051755,$511.75,$370.45,$336.70,$286.10,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam receptacle box assy w/ 100’-0 cord,Gen 2,2015725,$787.55,$565.80,$565.80,$442.90,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam pendant control 12’-0,"4 pins, Gen2",2015706,$446.75,$343.00,$313.45,$305.50,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Gen3 Maxam pendant control,"5 pins, May 2014",2134020,$546.70,$421.00,$393.75,$381.00,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam female socket,Gen2,2015730,$14.40,$11.95,$11.95,$11.00,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam socket housing,Gen2,2015732,$19.70,$15.30,$15.30,$17.70,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Pendant receptacle clasp (metal),Gen2,2093869,$15.40,$13.40,$13.40,$12.20,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam male plug,Gen2,2015716,$12.35,$12.35,$12.35,$11.40,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam male hood,Gen2,2015720,$6.00,$6.00,$6.00,$5.45,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Gen3 pendant plug,,2134022,$16.75,$13.05,$13.05,$11.95,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Gen3 pendant plug housing,,2134021,$47.05,$36.60,$36.60,$36.60,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Gen3 socket,,2135401,$15.90,$12.35,$12.35,$11.30,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Gen3 socket housing,,2135416,$18.60,$14.45,$14.45,$14.45,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam cover plate receptacle w/limit switch (plate only),w/override sw. cutout,2033722,$65.75,$51.15,$51.15,$35.45,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam cover plate receptacle,plate only,2018288,$45.90,$35.45,$35.45,$35.45,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam 5 amp circuit breaker,3 phase,2016661,$86.75,$65.50,$65.50,$57.75,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Maxam 16 amp circuit breaker,single phase,2070256,$90.40,$70.30,$70.30,$70.30,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Standoff|maxam26 & maxam33|mot mt,,2103790,$12.00,$9.35,$9.35,$9.35,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Drive pkg/ Maxam/Clvld/end/Gen3,,2134084,"$1,700.95","$1,653.90","$1,653.90",$776.65,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Drive pkg/ Maxam/Clvld/Intmd/Gen3,,2134085,"$1,803.20","$1,380.90","$1,331.35",$877.30,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Drive pkg/ Maxam/Clvld/7 &8 mot/Gen3,,2134086,"$1,879.80","$1,446.75",$856.60,$856.60,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Strap|tie|nyl|ty28,,1000957,$0.20,$0.10,$0.10,$0.10,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Motion monitor,,1000252,$881.95,$379.35,$369.00,$369.00,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Master link,,1019407,$0.55,$0.40,$0.40,$0.40,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Chain|maxam26|#40|closed loop|138 pitch,PF2 & PF4,2017919,$22.95,$17.35,$17.35,$17.35,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Chain|maxam26|#40|closed loop|124 pitch,PF3,2017932,$24.25,$18.30,$18.30,$13.80,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Chain|maxam plus|#40|closed loop|166 pitch,PF2 & PF4,2058697,$23.75,$21.40,$21.40,$21.40,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Chain|maxam plus|#40|closed loop|151 pitch,PF3,2058698,$24.15,$18.20,$18.20,$18.20,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Chain assembly|maxam26 & maxam plus|#40|open loop|33 pitch,PF3 & PF4,2017941,$7.25,$5.45,$5.45,$5.10,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Audible indicator,,2122676,$36.35,$27.45,$27.45,$27.45,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Delay switch,,1019034,$856.25,$666.00,$599.40,$537.20,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Delay lever (arm),,2033862,$116.80,$83.95,$82.10,$73.55,,163 - Maxam,CLEVELAND GEAR BOX BRACKET,,
Access Control Unit,Attached to skirt panel,2118543,$427.20,$322.60,$282.65,$281.20,,163 - Maxam,REMOTE CONTROL,,
Remote Control Receiver box w/o limits,Gen2,2118538,Call for Price,$659.05,$659.05,$659.05,,163 - Maxam,REMOTE CONTROL,,
Remote Control Receiver box with limits,Gen2,2118539,Call for Price,$696.00,$696.00,$696.00,,163 - Maxam,REMOTE CONTROL,,
Antenna,,2148621,$26.30,$20.45,$20.45,$15.20,,163 - Maxam,REMOTE CONTROL,,
Remote Control Receiver box ,Gen2,2134075,"$1,393.25","$1,083.65","$1,083.65","$1,083.65",,163 - Maxam,REMOTE CONTROL,,
Handheld transmitter,Remote control,2118199,$155.10,$120.60,$110.70,$101.70,,163 - Maxam,REMOTE CONTROL,,
Maxam pendant control 16’-0 pfe,,2074930,Call for Price,$545.75,$545.75,$440.80,,163 - Maxam,PFE PARTS,,
Maxam female pfe,on the box,2015733,$24.60,$17.20,$17.20,$16.40,,163 - Maxam,PFE PARTS,,
Maxam male pfe  ,on the pendant,2016681,$24.20,$16.75,$16.75,$16.75,,163 - Maxam,PFE PARTS,,
Maxam pendant control 16’-0 pfe,Gen3 - 5 pins,2117606,Call for Price,$298.80,$298.80,$298.80,,163 - Maxam,PFE PARTS,,
Maxam female pfe (on the box) socket,Gen3 - 5 pins,2033415,$28.25,$15.65,$15.65,$15.65,,163 - Maxam,PFE PARTS,,
Maxam male pfe (on the pendant) Plug,Gen3 - 5 pins,2033417,$25.15,$17.50,$17.50,$17.50,,163 - Maxam,PFE PARTS,,
Winsta Plug 770-134 (4 post),,2138522,$13.75,$10.70,$10.70,$10.70,,163 - Maxam,PFE PARTS,,
Winsta socket 770-124 (4 post),,2138523,$13.75,$10.70,$10.70,$10.70,,163 - Maxam,PFE PARTS,,
Pfe contactor,,2017959,$307.40,$225.40,$202.82,$173.70,,163 - Maxam,PFE PARTS,,
"Pow-r-trac wheel 6"" x 4"" (gray) w/push ring",1-23 wheels,1036428,$72.75,$62.55,$60.55,$60.55,,163 - Maxam,POWER FRAME WHEELS,,
"Pow-r-trac wheel 6"" x 4"" (gray) w/push ring",24 - up,1036428,$55.20,$45.00,$45.00,$60.55,,163 - Maxam,POWER FRAME WHEELS,,
Push ring 7/8 (1 required per wheel) - included with wheel,,1033936,$1.20,$0.90,$0.90,$0.80,,163 - Maxam,POWER FRAME WHEELS,,
Brown Wheel (20T and above),(old color orange),2071002,$229.10,$170.90,$150.80,$132.80,,163 - Maxam,POWER FRAME WHEELS,,Brown
